Sru	pr. ps. sg. 3			43
Srowra	n. sg. nom.			43
sarva	m. sg. nom.			43
rAvaNa	m. sg. nom.			43
praxakRiNa	m. sg. acc.			43
piwAmaha	m. sg. acc.			43
mAwq	f. sg. acc.			43
mahIpawi	m. sg. nom.			43
labXvA	abs.	laB		43
kunwI	f. sg. nom.			43
kriyA	f. sg. nom.			43
KyAwa	m. sg. nom.	KyA	pp.	43
kanaka	n. sg. nom.			43
iwas	adv.			43
inxriya	n. pl. g.			43
guNa	m. pl. acc.			43
car	pft. ac. sg. 3			43
BImasena	m. sg. acc.			43
BAvay	ca. opt. ac. sg. 3			43
bahu	m. pl. acc.			43
anna	n. sg. acc.			43
AkASa	n. sg. nom.			43
axBuwa	n. sg. acc.			43
wax	n. pl. g.			42
smqwa	f. sg. nom.	smq	pp.	42
siX	pr. [4] ac. sg. 3			42
sarva	m. sg. g.			42
rasa	m. sg. loc.			42
para	m. pl. nom.			42
parama	f. sg. nom.			42
kRip	pft. ac. sg. 3			42
i	pr. [2] ac. sg. 3			42
hawa	m. pl. nom.	han	pp.	42
guru	m. sg. g.			42
ewax	n. sg. loc.			42
Barwq	m. sg. g.			42
bala	n. sg. i.			42
wIkRNa	n. sg. nom.			41
wejasvin	m. sg. nom.			41
wEla	n. sg. nom.			41
sWiwa	n. sg. nom.	sWA	pp.	41
sqj	impft. [6] ac. sg. 3			41
SaMs	pr. ps. sg. 3			41
Sakya	n. sg. nom.		pfp. [1]	41
prayawna	m. sg. i.			41
prakqwi	f. sg. acc.			41
pAvaka	m. sg. nom.			41
parASara	m. sg. nom.			41
mqwyu	m. sg. acc.			41
mawi	f. sg. acc.			41
marxya	n. sg. nom.	mqx	ca. pfp. [1]	41
karman	n. pl. g.			41
jyeRTa	m. sg. nom.			41
iR	pr. [6] ac. sg. 3			41
Gqwa	n. sg. nom.		pp.	41
xeSa	m. sg. loc.			41
canxramas	m. sg. nom.			41
bqhaxaSva	m. sg. nom.			41
BU	pr. [1] ac. du. 3			41
BrAwq	m. sg. acc.			41
aRtaka	m. sg. nom.			41
anya	m. sg. acc.			41
yukwa	n. sg. nom.	yuj	pp.	40
yax	f. sg. acc.			40
vIra	m. pl. nom.			40
vara	m. sg. voc.			40
upapax	pr. [4] md. sg. 3			40
saw	m. sg. nom.	as	ppr. [2] ac.	40
saFjaya	m. sg. voc.			40
puwra	m. sg. g.			40
prasAxa	m. sg. abl.			40
pawi	m. sg. dat.			40
paS	opt. [4] ac. sg. 3			40
parama	m. sg. nom.			40
mqwa	n. sg. nom.	mq	pp.	40
mawa	n. sg. nom.	man	pp.	40
mAriRa	m. sg. voc.			40
kroXa	m. sg. nom.			40
kaWiwa	n. sg. nom.	kaWay	pp.	40
karman	n. pl. i.			40
jFeya	m. sg. nom.	jFA	pfp. [1]	40
jFAna	n. sg. acc.			40
